Date,Open,High,Low,Close,Adj Close,Volume
2000-01-03,48.031250,48.250000,47.031250,47.187500,26.088079,2173400
2000-01-04,46.437500,47.406250,45.312500,45.312500,25.051456,2713800
2000-01-05,45.562500,48.125000,45.562500,46.625000,25.777090,3699400
2000-01-06,47.156250,51.250000,47.156250,50.375000,27.850321,5975800
2000-01-07,50.562500,51.906250,49.968750,51.375000,28.403187,4101200
2000-01-10,50.218750,51.750000,50.000000,51.125000,28.264967,3863800
2000-01-11,50.375000,51.250000,50.250000,50.250000,27.781218,2357600
2000-01-12,50.968750,51.812500,50.375000,50.375000,27.850321,2868400
2000-01-13,50.656250,50.937500,50.187500,50.375000,27.850321,2244400
2000-01-14,50.375000,50.468750,49.468750,49.656250,27.452953,2541800
2000-01-18,48.625000,49.625000,48.562500,48.562500,26.848269,2114800
2000-01-19,48.875000,49.968750,48.875000,49.406250,27.314739,2628200
2000-01-20,49.531250,49.687500,47.250000,47.562500,26.295412,3104600
2000-01-21,47.625000,48.281250,47.281250,47.468750,26.243580,4491800
2000-01-24,47.906250,47.906250,45.812500,46.375000,25.638878,2971000
2000-01-25,47.437500,47.437500,45.125000,45.687500,25.258787,3691200
2000-01-26,47.937500,48.750000,47.656250,48.156250,26.623655,7020800
2000-01-27,48.593750,49.156250,48.031250,48.125000,26.606382,2914800
2000-01-28,47.875000,47.906250,46.125000,46.125000,25.500668,3747400
2000-01-31,46.125000,48.687500,46.031250,46.812500,25.880768,3282800
2000-02-01,47.187500,48.093750,46.875000,47.062500,26.018972,2642200
2000-02-02,46.593750,47.000000,46.000000,46.250000,25.569771,2924200
2000-02-03,45.968750,46.062500,45.000000,45.843750,25.345169,3520600
2000-02-04,45.968750,46.218750,44.531250,44.531250,24.619556,3293400
2000-02-07,44.625000,44.687500,43.312500,43.812500,24.222187,3935400
2000-02-08,43.812500,45.093750,43.718750,43.843750,24.239454,2884000
2000-02-09,44.312500,44.500000,43.750000,43.812500,24.222187,2600400
2000-02-10,43.625000,43.625000,42.656250,43.000000,23.772991,4020000
2000-02-11,42.687500,43.250000,40.656250,41.468750,22.926411,4491600
2000-02-14,41.625000,42.375000,41.187500,41.437500,22.909136,3356400
2000-02-15,41.875000,45.281250,41.750000,44.562500,24.636826,3736000
2000-02-16,44.187500,45.187500,43.781250,44.156250,24.412224,2581800
2000-02-17,44.500000,45.937500,44.468750,44.812500,24.775038,3405400
2000-02-18,44.937500,45.343750,43.187500,43.781250,24.204908,2864200
2000-02-22,43.875000,45.218750,43.250000,45.062500,24.913248,2884600
2000-02-23,45.687500,46.968750,45.406250,46.156250,25.850676,4460800
2000-02-24,45.937500,46.062500,44.781250,45.500000,25.483130,3800200
2000-02-25,44.062500,44.656250,42.593750,42.875000,24.012945,3627200
2000-02-28,43.468750,44.437500,42.500000,43.218750,24.205465,3076600
2000-02-29,42.656250,44.593750,42.312500,44.093750,24.695522,2765400
2000-03-01,43.593750,43.875000,42.531250,43.062500,24.117958,2891600
2000-03-02,43.062500,43.875000,42.843750,43.031250,24.100458,2186000
2000-03-03,43.875000,47.312500,43.750000,44.750000,25.063066,4581000
2000-03-06,44.656250,45.625000,43.625000,43.625000,24.432995,2052600
2000-03-07,44.125000,44.437500,41.000000,41.375000,23.172838,5195600
2000-03-08,41.437500,42.125000,40.500000,41.281250,23.120329,4693200
